     ____
    / _  |   Frida 12.6.20 - A world-class dynamic instrumentation toolkit
   | (_| |
    > _  |   Commands:
   /_/ |_|       help      -> Displays the help system
   . . . .       object?   -> Display information about 'object'
   . . . .       exit/quit -> Exit
   . . . .
   . . . .   More info at http://www.frida.re/docs/home/
Spawning `com.cz.babySister`...
Spawned `com.cz.babySister`. Resuming main thread!
[Google AOSP on msm8996::com.cz.babySister]-> message: {'type': 'send', 'payload': 'name:_ZNSt3__113basic_filebufIcNS_11char_traitsIcEEE7seekposENS_4fposI9mbstate_tEEj  address:0x79a08b5374'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art22IndirectReferenceTable15ConstexprChecksEv  address:0x79a0487b68'} data: None
message: {'type': 'send', 'payload': 'name:_ZN9unix_file6FdFile6moveUpENS0_10GuardStateEPKc  address:0x79a049bcac'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc10accounting11SpaceBitmapILm8EED1Ev  address:0x79a058d208'} data: None
message: {'type': 'send', 'payload': 'name:_ZTVN3art13VariantMapKeyINS_25MillisecondsToNanosecondsEEE  address:0x79a09dbbe8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11interpreter14MterpSetStaticIiLNS_9Primitive4TypeE5EEEijT_PNS_9ArtMethodEPNS_6ThreadEMNS_8ArtFieldEFvNS_6ObjPtrINS_6mirror6ObjectEEES4_E  address:0x79a08ecc28'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art2gc28AllocRecordStackTraceElement17ComputeLineNumberEv  address:0x79a05737bc'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art11ElfFileImplI10ElfTypes64E15GetHashChainNumEv  address:0x79a056889c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror8ClassExt23dalvik_system_ClassExt_E  address:0x79a09e7098'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6Thread18RunEmptyCheckpointEv  address:0x79a0850bcc'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art11ClassLinker27SetEntryPointsToInterpreterEPNS_9ArtMethodE  address:0x79a04f97d8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9collector11MarkCompact22UpdateObjectReferencesEPNS_6mirror6ObjectE  address:0x79a05aa0cc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art9OatHeader11kFalseValueE  address:0x79a09696cd'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art8verifier20UnresolvedMergedType4DumpEv  address:0x79a0897288'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__113basic_filebufIcNS_11char_traitsIcEEE5imbueERKNS_6localeE  address:0x79a08b50bc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror11Constructor13SetArrayClassEPNS0_5ClassE  address:0x79a076cb54'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc5space13DlMallocSpace19GetObjectsAllocatedEv  address:0x79a05eb450'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11InternTable5Table4FindENS_6ObjPtrINS_6mirror6StringEEE  address:0x79a061f7f0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art3jit3Jit16CreateThreadPoolEv  address:0x79a06cc5e8'} data: None
message: {'type': 'send', 'payload': 'name:_ZTVNSt3__120__shared_ptr_emplaceINS_6vectorINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEENS5_IS7_EEEENS5_IS9_EEEE  address:0x79a09d9900'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art3Dbg18FinishInvokeMethodEPNS_14DebugInvokeReqE  address:0x79a0538ff8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6MemMapC2ERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEEPhmPvmibm  address:0x79a074b790'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art37JniMethodEndWithReferenceSynchronizedEP8_jobjectjS1_PNS_6ThreadE  address:0x79a08d89f4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art10ThreadList34WaitForOtherNonDaemonThreadsToExitEv  address:0x79a085ec08'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11InternTable27InsertStrongFromTransactionENS_6ObjPtrINS_6mirror6StringEEE  address:0x79a061fd94'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11interpreter10DoFieldGetILNS_13FindFieldTypeE2ELNS_9Primitive4TypeE4ELb1EEEbPNS_6ThreadERNS_11ShadowFrameEPKNS_11InstructionEt  address:0x79a062f678'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art14ReferenceTable10VisitRootsEPNS_11RootVisitorERKNS_8RootInfoE  address:0x79a081f8a4'} data: None
message: {'type': 'send', 'payload': 'name:_ZTVN3art28Mips64InstructionSetFeaturesE  address:0x79a09e0710'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art9JavaVMExt18AddEnvironmentHookEPFiPS0_PPviE  address:0x79a06ad2f4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3artlsERNSt3__113basic_ostreamIcNS0_11char_traitsIcEEEERKNS_12OatClassTypeE  address:0x79a09111fc'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art11ElfFileImplI10ElfTypes64E22GetSectionHeadersStartEv  address:0x79a056a160'} data: None
message: {'type': 'send', 'payload': 'name:_ZN7android4base9SetLoggerEONSt3__18functionIFvNS0_5LogIdENS0_11LogSeverityEPKcS6_jS6_EEE  address:0x79a091f53c'} data: None
message: {'type': 'send', 'payload': 'name:mspace_set_footprint_limit  address:0x79a0578640'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art4JDWP9JdwpState26ReleaseJdwpTokenForCommandEv  address:0x79a06b6694'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11ClassLinker10LoadMethodERKNS_7DexFileERKNS_21ClassDataItemIteratorENS_6HandleINS_6mirror5ClassEEEPNS_9ArtMethodE  address:0x79a04e1500'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art8verifier12RegTypeCache13UninitializedERKNS0_7RegTypeEj  address:0x79a089f970'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art28BuildQuickShadowFrameVisitor5VisitEv  address:0x79a08d9120'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc13TaskProcessor19UpdateTargetRunTimeEPNS_6ThreadEPNS0_8HeapTaskEm  address:0x79a060544c'} data: None
message: {'type': 'send', 'payload': 'name:_ZThn72_N3art2gc5space13RosAllocSpaceD1Ev  address:0x79a0600748'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11ClassLinker18FindPrimitiveClassEc  address:0x79a04dcf0c'} data: None
message: {'type': 'send', 'payload': 'name:_ZTVN3art21RuntimeArgumentMapKeyIbEE  address:0x79a09dc408'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3artlsERNSt3__113basic_ostreamIcNS0_11char_traitsIcEEEERKNS_16DexLayoutSectionE  address:0x79a055258c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art16WellKnownClasses25dalvik_system_DexPathListE  address:0x79a09e7d88'} data: None
message: {'type': 'send', 'payload': 'name:artAllocStringFromCharsFromCodeTLABInstrumented  address:0x79a08c3f38'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror5Class15FindStaticFieldEPNS_6ThreadENS_6ObjPtrIS1_EENS4_INS0_8DexCacheEEEj  address:0x79a07633d0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art3jit3Jit20jit_compiler_handle_E  address:0x79a09e6fb8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art8verifier14MethodVerifier13VerifyMethodsILb1EEENS1_11FailureDataEPNS_6ThreadEPNS_11ClassLinkerEPKNS_7DexFileERKNS8_8ClassDefEPNS_21ClassDataItemIteratorENS_6HandleINS_6mirror8DexCacheEEENSG_INSH_11ClassLoaderEEEPNS_17CompilerCallbacksEbNS0_15HardFailLogModeEbPNSt3__112basic_stringIcNSP_11char_traitsIcEENSP_9allocatorIcEEEE  address:0x79a087be34'} data: None
message: {'type': 'send', 'payload': 'name:_ZThn8_N3art2gc9collector17ConcurrentCopyingD0Ev  address:0x79a05900e0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11interpreter6DoCallILb0ELb1EEEbPNS_9ArtMethodEPNS_6ThreadERNS_11ShadowFrameEPKNS_11InstructionEtPNS_6JValueE  address:0x79a0647820'} data: None
message: {'type': 'send', 'payload': 'name:_ZTVN3art6detail20CmdlineParseArgumentINS_4JDWP11JdwpOptionsEEE  address:0x79a09d9e38'} data: None
message: {'type': 'send', 'payload': 'name:_ZN9unix_file6FdFileD0Ev  address:0x79a049bb78'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11MonitorListD1Ev  address:0x79a077b0e0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6Thread8ShutdownEv  address:0x79a08546bc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art10ThreadList30RunCheckpointOnRunnableThreadsEPNS_7ClosureE  address:0x79a08615a4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art28Mips64InstructionSetFeatures14FromCppDefinesEv  address:0x79a08b7a1c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art10CmpgDoubleEdd  address:0x79a08d8d8c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9collector9SemiSpace8IsMarkedEPNS_6mirror6ObjectE  address:0x79a05ba39c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11interpreter16UnstartedRuntime28UnstartedMemoryPeekByteArrayEPNS_6ThreadEPNS_11ShadowFrameEPNS_6JValueEm  address:0x79a06a2f38'} data: None
message: {'type': 'send', 'payload': 'name:_ZThn72_N3art2gc5space21MemoryToolMallocSpaceINS1_13DlMallocSpaceELm8ELb1ELb0EE8FreeListEPNS_6ThreadEmPPNS_6mirror6ObjectE  address:0x79a05ec7f8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art9ArtMethod10VisitRootsILNS_17ReadBarrierOptionE0EKNS_2gc12Verification16BFSFindReachableEEEvRT0_NS_11PointerSizeE  address:0x79a0608a1c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art8verifier14MethodVerifier11FailureData5MergeERKS2_  address:0x79a087be10'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6Thread10VisitRootsEPNS_11RootVisitorENS_14VisitRootFlagsE  address:0x79a0859cd4'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16vectorIP7_jclassNS_9allocatorIS2_EEE21__push_back_slow_pathIS2_EEvOT_  address:0x79a07ab750'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2OS24CreateEmptyFileWriteOnlyEPKc  address:0x79a07c39f8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN10ZipArchive26InitializeCentralDirectoryEPKclm  address:0x79a0913be8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc5spacelsERNSt3__113basic_ostreamIcNS2_11char_traitsIcEEEERKNS1_5SpaceE  address:0x79a0602fa8'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art2gc10accounting17MemoryRangeBitmapILm16EE8CoverEndEv  address:0x79a058339c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc5space11ZygoteSpace28LogFragmentationAllocFailureERNSt3__113basic_ostreamIcNS3_11char_traitsIcEEEEm  address:0x79a060453c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art21QuickExceptionHandler18DumpFramesWithTypeEPNS_6ThreadEb  address:0x79a081be0c'} data: None
message: {'type': 'send', 'payload': 'name:inflateGetDictionary  address:0x79a091a598'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror9Reference10ResetClassEv  address:0x79a07714d0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art17SingleStepControl8AddDexPcEj  address:0x79a0518074'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11TransactionD2Ev  address:0x79a08714f0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art8verifier14MethodVerifier20CodeFlowVerifyMethodEv  address:0x79a0882028'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc5space11RegionSpace6Region5ClearEb  address:0x79a05fec7c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art18RuntimeArgumentMap25JITInvokeTransitionWeightE  address:0x79a09e7630'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art18RuntimeArgumentMap11FingerprintE  address:0x79a09e7ad0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror9Reference8SetClassENS_6ObjPtrINS0_5ClassEEE  address:0x79a07713c8'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16vectorIN3art18ClassLoaderContext15ClassLoaderInfoENS_9allocatorIS3_EEE21__push_back_slow_pathIS3_EEvOT_  address:0x79a050d178'} data: None
message: {'type': 'send', 'payload': 'name:MterpLogFallback  address:0x79a08eb5d4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art15instrumentation15Instrumentation17UpdateMethodsCodeEPNS_9ArtMethodEPKv  address:0x79a0618500'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc5space13FreeListSpace5AllocEPNS_6ThreadEmPmS5_S5_  address:0x79a05f9eb8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art5Trace17RunSamplingThreadEPv  address:0x79a086c45c'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__114__split_bufferIPPN3art8ArtFieldENS_9allocatorIS4_EEE10push_frontEOS4_  address:0x79a0505b24'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc5space13DlMallocSpace4TrimEv  address:0x79a05eaf64'} data: None
message: {'type': 'send', 'payload': 'name:ExecuteMterpImpl  address:0x79a08ed280'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art3Dbg9SuspendVMEv  address:0x79a052c38c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art4JDWP18expandBufGetLengthEPNS0_9ExpandBufE  address:0x79a06ba9a8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc5space11ZygoteSpace5ClearEv  address:0x79a0604174'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art4JDWP14DescribeMethodERKm  address:0x79a06bafa4'} data: None
message: {'type': 'send', 'payload': 'name:_ZTVN3art23ArenaBitVectorAllocatorINS_20ScopedArenaAllocatorEEE  address:0x79a09d3bc8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11interpreter16UnstartedRuntime21UnstartedClassForNameEPNS_6ThreadEPNS_11ShadowFrameEPNS_6JValueEm  address:0x79a069d3c4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art17SuspensionHandler6ActionEiP7siginfoPv  address:0x79a090b104'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16vectorIPN3art2gc5space10ImageSpaceENS_9allocatorIS5_EEE21__push_back_slow_pathIRKS5_EEvOT_  address:0x79a05f7bec'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11interpreter40ThrowNullPointerExceptionFromInterpreterEv  address:0x79a064cb00'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art7Runtime5AbortEPKc  address:0x79a08284dc'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art12StackVisitor6GetGPREj  address:0x79a0842fd8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art13FillArrayDataENS_6ObjPtrINS_6mirror6ObjectEEEPKNS_11Instruction16ArrayDataPayloadE  address:0x79a08ba994'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art18RuntimeArgumentMap22BootClassPathLocationsE  address:0x79a09e71f0'} data: None
message: {'type': 'send', 'payload': 'name:__clear_cache  address:0x79a09210e0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror9Throwable13GetStackDepthEv  address:0x79a077431c'} data: None
message: {'type': 'send', 'payload': 'name:art_d2i  address:0x79a08bb708'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11ClassLinker26LinkInterfaceMethodsHelper13UpdateIfTableENS_6HandleINS_6mirror7IfTableEEE  address:0x79a04f4d98'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art3Dbg11GetThreadIdEPNS_6ThreadE  address:0x79a052bfc8'} data: None
message: {'type': 'send', 'payload': 'name:art_d2l  address:0x79a08bb690'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art33SetQuickAllocEntryPoints_rosallocEPNS_16QuickEntryPointsEb  address:0x79a08cc1b8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art25EncodedArrayValueIterator4NextEv  address:0x79a054937c'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16__treeIPN3art9HistogramImEENS1_16CumulativeLogger19HistogramComparatorENS_9allocatorIS4_EEE13__lower_boundIS4_EENS_15__tree_iteratorIS4_PNS_11__tree_nodeIS4_PvEElEERKT_SF_PNS_15__tree_end_nodeIPNS_16__tree_node_baseISD_EEEE  address:0x79a049a270'} data: None
message: {'type': 'send', 'payload': 'name:_ZThn72_N3art2gc5space21MemoryToolMallocSpaceINS1_13RosAllocSpaceELm8ELb0ELb1EE4FreeEPNS_6ThreadEPNS_6mirror6ObjectE  address:0x79a0602dd0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11interpreter16UnstartedRuntime31UnstartedJNIObjectInternalCloneEPNS_6ThreadEPNS_9ArtMethodEPNS_6mirror6ObjectEPjPNS_6JValueE  address:0x79a06a4e48'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror10MethodType13NumberOfVRegsEv  address:0x79a076da4c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror14PrimitiveArrayItE10VisitRootsEPNS_11RootVisitorE  address:0x79a07571e4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art16ScopedSuspendAllD2Ev  address:0x79a08676a8'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__15dequeIN3art8LockWordENS_9allocatorIS2_EEE19__add_back_capacityEv  address:0x79a05ab19c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art8verifier12RegisterLine27MarkAllRegistersAsConflictsEPNS0_14MethodVerifierE  address:0x79a08a1de0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art9ArtMethod18HasAnyCompiledCodeEv  address:0x79a048c724'} data: None
message: {'type': 'send', 'payload': 'name:_ZN7android4base21GetMinimumLogSeverityEv  address:0x79a091f7cc'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__115basic_streambufIcNS_11char_traitsIcEEE9underflowEv  address:0x79a04918b0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art18FindMethodFromCodeILNS_10InvokeTypeE2ELb0EEEPNS_9ArtMethodEjPNS_6ObjPtrINS_6mirror6ObjectEEES3_PNS_6ThreadE  address:0x79a0624a74'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art8verifier9ShortType4DumpEv  address:0x79a089631c'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16__treeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEENS_4lessIS6_EENS4_IS6_EEE12__find_equalIS6_EERPNS_16__tree_node_baseIPvEENS_21__tree_const_iteratorIS6_PNS_11__tree_nodeIS6_SD_EElEERPNS_15__tree_end_nodeISF_EESG_RKT_  address:0x79a050d8a4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art4JDWP7Request7ReadTagEv  address:0x79a06c4be8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN9unix_file8CopyFileERKNS_16RandomAccessFileEPS0_  address:0x79a049ccb0'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art2gc10accounting11SpaceBitmapILm8EE9HeapBeginEv  address:0x79a0583394'} data: None
message: {'type': 'send', 'payload': 'name:_ZTVN3art2gc5space26ContinuousMemMapAllocSpaceE  address:0x79a09d65b0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art16OatFileAssistant18GivenOatFileStatusERKNS_7OatFileE  address:0x79a07ba530'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art7Runtime28RegisterRuntimeNativeMethodsEP7_JNIEnv  address:0x79a08338e0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art10ThreadList34SuspendAllDaemonThreadsForShutdownEv  address:0x79a085ef0c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11interpreter14MterpSetStaticIlLNS_9Primitive4TypeE6EEEijT_PNS_9ArtMethodEPNS_6ThreadEMNS_8ArtFieldEFvNS_6ObjPtrINS_6mirror6ObjectEEES4_E  address:0x79a08ecdc4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art14DebugInvokeReq10VisitRootsEPNS_11RootVisitorERKNS_8RootInfoE  address:0x79a0517fbc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art7DexFile18IsMultiDexLocationEPKc  address:0x79a0547d4c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11ElfFileImplI10ElfTypes64ED1Ev  address:0x79a0569a70'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror10Executable12SetArtMethodILb0EEEvPNS_9ArtMethodE  address:0x79a076aee0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art7DexFileD0Ev  address:0x79a0544418'} data: None
message: {'type': 'send', 'payload': 'name:_ZTVN3art2gc9collector16PartialMarkSweepE  address:0x79a09d5eb0'} data: None
message: {'type': 'send', 'payload': 'name:_ZThn72_N3art2gc5space13DlMallocSpace28LogFragmentationAllocFailureERNSt3__113basic_ostreamIcNS3_11char_traitsIcEEEEm  address:0x79a05eba28'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc5space21MemoryToolMallocSpaceINS1_13RosAllocSpaceELm8ELb0ELb1EE14AllocationSizeEPNS_6mirror6ObjectEPm  address:0x79a06028f4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11Transaction9ObjectLog14Log32BitsValueENS_12MemberOffsetEjb  address:0x79a0871fa0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc4Heap16ClampGrowthLimitEv  address:0x79a05da5a8'} data: None
message: {'type': 'send', 'payload': 'name:_ZTVN3art8verifier8Cat2TypeE  address:0x79a09dd288'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art5Trace12MethodExitedEPNS_6ThreadENS_6HandleINS_6mirror6ObjectEEEPNS_9ArtMethodEjRKNS_6JValueE  address:0x79a086f8dc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art7DexFile10OpenCommonEPKhmRKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEEjPKNS_10OatDexFileEbbPS9_PNS0_12VerifyResultE  address:0x79a0542358'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEPN3art13SharedLibraryEEENS_19__map_value_compareIS7_SB_NS_4lessIS7_EELb1EEENS5_ISB_EEE4findIS7_EENS_15__tree_iteratorISB_PNS_11__tree_nodeISB_PvEElEERKT_  address:0x79a06b3208'} data: None
